Posted On,BHK,Rent,Size,Bathroom,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Level,Total Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Rent_Log,City,Furnishing Status,Tenant Preferred
2022-06-20,2,10000,800.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False,9.210440366976517,Kolkata,Unfurnished,Bachelors/Family
2022-06-09,2,11000,2000.0,1,False,True,0,3.0,True,False,False,False,False,True,False,True,False,9.305741456739435,Kolkata,Unfurnished,Bachelors/Family
2022-06-09,2,6000,660.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Unfurnished,Bachelors/Family
2022-07-02,2,7900,650.0,1,False,True,1,2.0,True,False,False,False,False,True,False,False,True,8.974744612722734,Kolkata,Unfurnished,Family
2022-06-14,2,9000,400.0,2,False,True,2,3.0,True,False,False,False,False,True,False,False,False,9.105090961257085,Kolkata,Unfurnished,Bachelors
2022-06-15,1,4000,300.0,1,False,True,0,4.0,True,False,False,False,False,True,False,True,False,8.294299608857235,Kolkata,Unfurnished,Bachelors/Family
2022-06-15,3,6500,1600.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False,8.77971129020447,Kolkata,Unfurnished,Bachelors/Family
2022-05-28,1,8000,400.0,1,True,False,1,2.0,False,True,False,False,False,True,False,False,False,8.987321812850125,Kolkata,Semi-Furnished,Bachelors
2022-05-22,2,7000,1000.0,1,False,True,1,1.0,False,True,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Unfurnished,Bachelors/Family
2022-06-18,1,5300,355.0,1,True,False,1,1.0,True,False,False,False,False,True,False,True,False,8.575650760987806,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-25,2,6000,1000.0,1,True,False,0,3.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-22,2,8500,800.0,1,False,True,4,5.0,False,True,False,False,False,True,False,True,False,9.04793908261736,Kolkata,Unfurnished,Bachelors/Family
2022-06-25,2,12500,850.0,2,False,True,0,2.0,False,True,False,False,False,True,False,True,False,9.433563920090563,Kolkata,Unfurnished,Bachelors/Family
2022-05-21,1,7500,350.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False,8.922791623969637,Kolkata,Unfurnished,Bachelors/Family
2022-06-26,2,15000,900.0,2,False,True,0,2.0,True,False,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Unfurnished,Bachelors/Family
2022-06-16,2,6000,550.0,1,True,False,1,1.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-29,2,5000,500.0,2,False,True,0,2.0,True,False,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Unfurnished,Bachelors/Family
2022-05-10,3,22000,1100.0,1,False,True,2,3.0,True,False,False,False,False,True,False,True,False,9.99884318585288,Kolkata,Unfurnished,Bachelors/Family
2022-05-12,2,15000,850.0,1,True,False,1,2.0,True,False,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-03,2,12500,800.0,1,False,True,2,2.0,True,False,False,False,False,True,False,False,False,9.433563920090563,Kolkata,Unfurnished,Bachelors
2022-05-31,2,7000,630.0,1,False,True,0,3.0,True,False,False,False,False,True,False,False,False,8.853808274977197,Kolkata,Unfurnished,Bachelors
2022-06-10,2,21000,900.0,2,True,False,1,2.0,True,False,False,False,False,True,False,False,False,9.952325334619427,Kolkata,Semi-Furnished,Bachelors
2022-06-24,1,10000,270.0,1,True,False,1,2.0,True,False,False,False,False,True,False,True,False,9.210440366976517,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-29,2,7200,630.0,1,True,False,0,1.0,True,False,False,False,False,True,False,True,False,8.881975184248867,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-12,3,12000,1500.0,2,False,False,0,2.0,True,False,False,False,False,True,False,False,False,9.392745258631441,Kolkata,Furnished,Bachelors
2022-06-26,1,5000,600.0,1,False,True,2,5.0,False,True,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Unfurnished,Bachelors/Family
2022-04-30,2,8500,700.0,1,True,False,4,14.0,True,False,False,False,False,True,False,True,False,9.04793908261736,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-27,1,6000,300.0,1,True,False,0,3.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-06,2,10000,1300.0,2,True,False,0,1.0,False,True,False,False,False,True,False,False,True,9.210440366976517,Kolkata,Semi-Furnished,Family
2022-05-20,2,4600,400.0,1,True,False,3,3.0,True,False,False,False,False,True,False,False,False,8.434028950155469,Kolkata,Semi-Furnished,Bachelors
2022-07-02,2,12000,650.0,2,False,True,0,1.0,False,True,False,False,False,True,False,False,True,9.392745258631441,Kolkata,Unfurnished,Family
2022-05-26,3,30000,2000.0,2,True,False,0,2.0,False,True,False,False,False,True,False,True,False,10.308985993422082,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-12,3,15000,1068.0,2,True,False,0,3.0,False,True,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-22,1,7500,150.0,1,False,False,1,1.0,False,True,False,False,False,True,False,True,False,8.922791623969637,Kolkata,Furnished,Bachelors/Family
2022-06-25,1,7500,450.0,1,False,True,2,2.0,True,False,False,False,False,True,False,False,False,8.922791623969637,Kolkata,Unfurnished,Bachelors
2022-07-03,2,5000,800.0,1,False,True,0,1.0,True,False,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Unfurnished,Bachelors/Family
2022-04-23,2,15000,1000.0,2,False,True,0,2.0,False,True,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Unfurnished,Bachelors/Family
2022-05-14,2,11000,900.0,1,True,False,5,5.0,False,True,False,False,False,True,False,False,False,9.305741456739435,Kolkata,Semi-Furnished,Bachelors
2022-05-27,1,7000,600.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Unfurnished,Bachelors/Family
2022-06-19,2,6000,1200.0,1,False,True,1,1.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Unfurnished,Bachelors/Family
2022-06-19,2,6000,1200.0,2,True,False,2,2.0,False,True,False,False,False,True,False,False,False,8.699681400989514,Kolkata,Semi-Furnished,Bachelors
2022-07-02,2,7000,650.0,2,True,False,0,3.0,False,True,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Semi-Furnished,Bachelors/Family
2022-07-06,2,8500,720.0,2,True,False,4,4.0,True,False,False,False,False,True,False,True,False,9.04793908261736,Kolkata,Semi-Furnished,Bachelors/Family
2022-07-02,1,5000,300.0,1,False,True,1,3.0,True,False,False,False,False,True,False,False,False,8.517393171418904,Kolkata,Unfurnished,Bachelors
2022-06-21,3,30000,1200.0,3,False,True,0,2.0,True,False,False,False,False,True,False,True,False,10.308985993422082,Kolkata,Unfurnished,Bachelors/Family
2022-06-04,2,10000,700.0,2,False,True,7,8.0,True,False,False,False,False,True,False,True,False,9.210440366976517,Kolkata,Unfurnished,Bachelors/Family
2022-06-24,3,30000,2000.0,2,True,False,1,3.0,False,True,False,False,False,True,False,True,False,10.308985993422082,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-14,1,3500,250.0,1,True,False,0,4.0,False,True,False,False,False,True,False,True,False,8.160803920954665,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-26,2,8000,1100.0,1,False,True,0,3.0,True,False,False,False,False,True,False,False,False,8.987321812850125,Kolkata,Unfurnished,Bachelors
2022-07-02,1,5000,300.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Unfurnished,Bachelors/Family
2022-05-05,2,7500,600.0,1,True,False,0,2.0,False,True,False,False,False,True,False,True,False,8.922791623969637,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-18,2,6500,800.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False,8.77971129020447,Kolkata,Unfurnished,Bachelors/Family
2022-06-07,1,7500,680.0,1,False,True,1,3.0,False,True,False,False,False,True,False,True,False,8.922791623969637,Kolkata,Unfurnished,Bachelors/Family
2022-06-07,1,7500,680.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False,8.922791623969637,Kolkata,Unfurnished,Bachelors/Family
2022-06-26,2,16000,850.0,1,True,False,1,4.0,True,False,False,False,False,True,False,False,False,9.680406499268875,Kolkata,Semi-Furnished,Bachelors
2022-06-26,2,16000,850.0,1,True,False,1,2.0,True,False,False,False,False,True,False,False,False,9.680406499268875,Kolkata,Semi-Furnished,Bachelors
2022-05-30,2,6500,700.0,1,False,True,0,2.0,False,True,False,False,False,True,False,False,False,8.77971129020447,Kolkata,Unfurnished,Bachelors
2022-05-22,3,40000,1500.0,2,False,True,0,2.0,False,True,False,False,False,True,False,True,False,10.596659732783579,Kolkata,Unfurnished,Bachelors/Family
2022-06-18,2,12500,950.0,2,True,False,1,4.0,False,True,False,False,False,True,False,True,False,9.433563920090563,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-08,2,5500,500.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False,8.612685172875459,Kolkata,Unfurnished,Bachelors/Family
2022-06-25,1,5000,450.0,1,True,False,2,4.0,True,False,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-03,2,6500,700.0,1,False,True,0,2.0,False,True,False,False,False,True,False,False,False,8.77971129020447,Kolkata,Unfurnished,Bachelors
2022-05-12,1,8000,500.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Unfurnished,Bachelors/Family
2022-06-01,3,14500,1800.0,2,True,False,0,2.0,False,True,False,False,False,True,False,True,False,9.581972891547895,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-23,1,8200,500.0,1,True,False,1,3.0,True,False,False,False,False,True,False,True,False,9.012011377036412,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-23,2,15000,480.0,2,False,False,0,3.0,True,False,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Furnished,Bachelors/Family
2022-06-21,6,20000,1000.0,2,True,False,1,1.0,False,True,False,False,False,True,False,True,False,9.90353755128617,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-22,2,6700,800.0,1,False,False,1,2.0,False,True,False,False,False,True,False,True,False,8.81001204797317,Kolkata,Furnished,Bachelors/Family
2022-05-27,1,10000,435.0,1,False,True,2,3.0,False,True,False,False,False,True,False,True,False,9.210440366976517,Kolkata,Unfurnished,Bachelors/Family
2022-05-07,2,7000,700.0,2,True,False,0,2.0,True,False,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-25,2,22000,800.0,1,False,False,4,4.0,False,True,False,False,False,True,False,True,False,9.99884318585288,Kolkata,Furnished,Bachelors/Family
2022-06-27,2,6500,450.0,1,False,True,1,3.0,False,True,False,False,False,True,False,True,False,8.77971129020447,Kolkata,Unfurnished,Bachelors/Family
2022-05-31,2,8500,550.0,1,True,False,2,3.0,True,False,False,False,False,True,False,True,False,9.04793908261736,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-03,2,18000,800.0,2,False,True,0,4.0,True,False,False,False,False,True,False,False,False,9.798182590890704,Kolkata,Unfurnished,Bachelors
2022-06-27,2,12000,550.0,2,True,False,0,2.0,True,False,False,False,False,True,False,False,True,9.392745258631441,Kolkata,Semi-Furnished,Family
2022-05-15,1,9000,600.0,1,False,False,2,4.0,False,True,False,False,False,True,False,True,False,9.105090961257085,Kolkata,Furnished,Bachelors/Family
2022-06-09,1,6000,500.0,1,False,True,0,1.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Unfurnished,Bachelors/Family
2022-04-28,2,20000,1000.0,2,False,False,1,2.0,False,True,False,False,False,True,False,True,False,9.90353755128617,Kolkata,Furnished,Bachelors/Family
2022-05-23,1,5000,300.0,1,False,True,1,2.0,True,False,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Unfurnished,Bachelors/Family
2022-06-28,2,12000,1200.0,2,False,False,1,3.0,False,True,False,False,False,True,False,True,False,9.392745258631441,Kolkata,Furnished,Bachelors/Family
2022-06-23,2,10000,500.0,1,True,False,3,4.0,True,False,False,False,False,True,False,True,False,9.210440366976517,Kolkata,Semi-Furnished,Bachelors/Family
2022-04-29,4,18000,1200.0,2,False,True,1,2.0,False,True,False,False,False,True,False,False,True,9.798182590890704,Kolkata,Unfurnished,Family
2022-06-13,2,15000,900.0,2,True,False,1,2.0,True,False,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-13,3,22000,1300.0,3,False,True,0,2.0,True,False,False,False,False,True,False,True,False,9.99884318585288,Kolkata,Unfurnished,Bachelors/Family
2022-06-13,4,35000,1600.0,3,False,True,1,5.0,True,False,False,False,False,True,False,True,False,10.463131911491967,Kolkata,Unfurnished,Bachelors/Family
2022-05-14,3,21000,1450.0,2,False,True,0,1.0,False,True,False,False,False,True,False,False,True,9.952325334619427,Kolkata,Unfurnished,Family
2022-07-06,2,25000,1100.0,2,False,False,2,2.0,False,True,False,False,False,True,False,False,False,10.12667110305036,Kolkata,Furnished,Bachelors
2022-06-06,1,6000,600.0,1,False,True,8,5.0,True,False,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Unfurnished,Bachelors/Family
2022-07-04,2,14000,700.0,2,False,True,0,2.0,True,False,False,False,False,True,False,True,False,9.546884034617925,Kolkata,Unfurnished,Bachelors/Family
2022-05-15,3,8000,750.0,1,False,True,0,2.0,False,True,False,False,False,True,False,False,True,8.987321812850125,Kolkata,Unfurnished,Family
2022-05-04,2,8000,1000.0,1,False,True,0,1.0,False,True,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Unfurnished,Bachelors/Family
2022-04-25,1,6000,220.0,1,False,False,0,2.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Furnished,Bachelors/Family
2022-05-21,1,8000,300.0,1,True,False,1,3.0,True,False,False,False,False,True,False,False,False,8.987321812850125,Kolkata,Semi-Furnished,Bachelors
2022-06-27,1,6000,300.0,1,False,True,0,1.0,True,False,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Unfurnished,Bachelors/Family
2022-07-02,1,20000,700.0,1,True,False,1,2.0,False,True,False,False,False,True,False,True,False,9.90353755128617,Kolkata,Semi-Furnished,Bachelors/Family
2022-07-06,3,12000,800.0,2,False,True,0,1.0,False,True,False,False,False,True,False,True,False,9.392745258631441,Kolkata,Unfurnished,Bachelors/Family
2022-04-28,3,15000,1600.0,2,False,True,1,3.0,False,True,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Unfurnished,Bachelors/Family
2022-05-15,2,14000,1000.0,2,False,True,1,3.0,True,False,False,False,False,True,False,True,False,9.546884034617925,Kolkata,Unfurnished,Bachelors/Family
2022-05-30,1,5000,20.0,1,False,True,2,3.0,False,True,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Unfurnished,Bachelors/Family
2022-06-10,2,7000,400.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Unfurnished,Bachelors/Family
2022-06-23,1,3900,200.0,1,False,False,2,2.0,False,True,False,False,False,True,False,True,False,8.268988209506656,Kolkata,Furnished,Bachelors/Family
2022-06-09,3,14000,840.0,2,False,True,1,4.0,True,False,False,False,False,True,False,False,False,9.546884034617925,Kolkata,Unfurnished,Bachelors
2022-06-19,1,6300,300.0,1,False,True,1,1.0,True,False,False,False,False,True,False,True,False,8.748463629942055,Kolkata,Unfurnished,Bachelors/Family
2022-07-03,2,13000,550.0,2,False,False,1,2.0,True,False,False,False,False,True,False,True,False,9.472781556562168,Kolkata,Furnished,Bachelors/Family
2022-07-03,1,6800,300.0,1,False,True,1,2.0,True,False,False,False,False,True,False,True,False,8.824824939175638,Kolkata,Unfurnished,Bachelors/Family
2022-05-14,2,8000,800.0,2,False,True,1,1.0,False,True,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Unfurnished,Bachelors/Family
2022-05-10,2,10000,740.0,1,False,True,0,6.0,True,False,False,False,False,True,False,False,False,9.210440366976517,Kolkata,Unfurnished,Bachelors
2022-04-25,2,18000,1300.0,2,False,True,1,1.0,False,True,False,False,False,True,False,True,False,9.798182590890704,Kolkata,Unfurnished,Bachelors/Family
2022-06-13,2,8000,650.0,1,True,False,0,1.0,False,True,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-06,2,8000,490.0,1,True,False,1,1.0,False,True,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-08,1,4700,250.0,1,False,False,2,2.0,False,True,False,False,False,True,False,True,False,8.45553053102413,Kolkata,Furnished,Bachelors/Family
2022-06-08,1,4700,250.0,1,False,False,0,1.0,False,True,False,False,False,True,False,True,False,8.45553053102413,Kolkata,Furnished,Bachelors/Family
2022-05-06,1,4500,450.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False,8.412054873292933,Kolkata,Unfurnished,Bachelors/Family
2022-06-30,1,6000,300.0,1,True,False,0,1.0,True,False,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-24,2,16000,750.0,2,False,True,1,3.0,False,True,False,False,False,True,False,True,False,9.680406499268875,Kolkata,Unfurnished,Bachelors/Family
2022-07-01,1,4700,250.0,1,False,False,1,2.0,False,True,False,False,False,True,False,True,False,8.45553053102413,Kolkata,Furnished,Bachelors/Family
2022-06-17,2,14000,751.0,1,False,True,3,3.0,True,False,False,False,False,True,False,False,False,9.546884034617925,Kolkata,Unfurnished,Bachelors
2022-06-26,2,9000,900.0,1,True,False,0,2.0,True,False,False,False,False,True,False,False,False,9.105090961257085,Kolkata,Semi-Furnished,Bachelors
2022-06-23,2,5000,400.0,1,True,False,1,3.0,True,False,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-13,2,17500,1000.0,2,True,False,0,2.0,True,False,False,False,False,True,False,True,False,9.770013301136158,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-11,2,8500,1000.0,1,False,True,0,1.0,True,False,False,False,False,True,False,True,False,9.04793908261736,Kolkata,Unfurnished,Bachelors/Family
2022-05-26,3,15000,1500.0,2,True,False,1,1.0,True,False,False,False,False,True,False,False,True,9.61587214452889,Kolkata,Semi-Furnished,Family
2022-04-25,2,12500,750.0,2,False,True,1,3.0,True,False,False,False,False,True,False,True,False,9.433563920090563,Kolkata,Unfurnished,Bachelors/Family
2022-05-11,1,13000,1200.0,1,True,False,2,4.0,False,True,False,False,False,True,False,True,False,9.472781556562168,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-06,2,8000,700.0,1,False,True,0,1.0,False,True,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Unfurnished,Bachelors/Family
2022-05-10,2,8000,700.0,1,False,False,4,4.0,True,False,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Furnished,Bachelors/Family
2022-05-21,2,8000,1000.0,1,True,False,0,2.0,False,True,False,False,False,True,False,True,False,8.987321812850125,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-12,2,7000,1200.0,2,False,True,1,3.0,False,True,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Unfurnished,Bachelors/Family
2022-06-05,2,2200,550.0,1,False,False,2,3.0,False,True,False,False,False,True,False,True,False,7.696667081526462,Kolkata,Furnished,Bachelors/Family
2022-06-25,2,8000,800.0,1,False,True,0,4.0,True,False,False,False,False,True,False,False,False,8.987321812850125,Kolkata,Unfurnished,Bachelors
2022-06-11,2,5500,280.0,1,False,True,1,3.0,False,True,False,False,False,True,False,False,False,8.612685172875459,Kolkata,Unfurnished,Bachelors
2022-07-04,3,20000,1100.0,3,False,True,0,2.0,False,True,False,False,False,True,False,True,False,9.90353755128617,Kolkata,Unfurnished,Bachelors/Family
2022-05-10,2,7000,950.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Unfurnished,Bachelors/Family
2022-05-13,1,3500,250.0,1,False,False,1,2.0,False,True,False,False,False,True,False,True,False,8.160803920954665,Kolkata,Furnished,Bachelors/Family
2022-05-10,2,5000,1000.0,1,False,True,0,2.0,True,False,False,False,False,True,False,False,False,8.517393171418904,Kolkata,Unfurnished,Bachelors
2022-06-30,3,20000,1000.0,2,True,False,0,2.0,True,False,False,False,False,True,False,True,False,9.90353755128617,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-27,2,7000,650.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False,8.853808274977197,Kolkata,Unfurnished,Bachelors/Family
2022-06-08,2,10000,700.0,2,False,True,1,2.0,False,True,False,False,False,True,False,True,False,9.210440366976517,Kolkata,Unfurnished,Bachelors/Family
2022-05-15,2,7000,700.0,1,False,True,0,3.0,True,False,False,False,False,True,False,False,False,8.853808274977197,Kolkata,Unfurnished,Bachelors
2022-06-29,3,12000,1000.0,2,True,False,0,3.0,False,True,False,False,False,True,False,True,False,9.392745258631441,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-13,2,14500,900.0,2,False,True,1,4.0,True,False,False,False,False,True,False,False,False,9.581972891547895,Kolkata,Unfurnished,Bachelors
2022-05-25,1,6000,700.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False,8.699681400989514,Kolkata,Unfurnished,Bachelors/Family
2022-07-04,2,9500,700.0,2,False,True,1,2.0,False,True,False,False,False,True,False,True,False,9.15915233520675,Kolkata,Unfurnished,Bachelors/Family
2022-06-27,2,10000,450.0,2,True,False,2,1.0,True,False,False,False,False,True,False,True,False,9.210440366976517,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-06,1,3500,120.0,1,False,True,0,3.0,False,True,False,False,False,True,False,True,False,8.160803920954665,Kolkata,Unfurnished,Bachelors/Family
2022-06-01,2,9000,800.0,2,True,False,1,2.0,False,True,False,False,False,True,False,True,False,9.105090961257085,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-07,3,40000,1220.0,2,False,True,2,3.0,True,False,False,False,False,True,False,True,False,10.596659732783579,Kolkata,Unfurnished,Bachelors/Family
2022-06-23,3,16500,1100.0,1,False,True,0,3.0,False,True,False,False,False,True,False,True,False,9.711176264112805,Kolkata,Unfurnished,Bachelors/Family
2022-06-12,3,8000,700.0,2,False,True,0,3.0,True,False,False,False,False,True,False,False,True,8.987321812850125,Kolkata,Unfurnished,Family
2022-05-10,2,12000,800.0,1,False,False,0,3.0,False,True,False,False,False,True,False,True,False,9.392745258631441,Kolkata,Furnished,Bachelors/Family
2022-06-27,2,6500,670.0,1,False,True,2,2.0,False,True,False,False,False,True,False,False,True,8.77971129020447,Kolkata,Unfurnished,Family
2022-04-30,4,40000,1300.0,3,False,True,1,2.0,False,True,False,False,False,True,False,True,False,10.596659732783579,Kolkata,Unfurnished,Bachelors/Family
2022-05-06,1,5000,190.0,1,True,False,0,2.0,False,True,False,False,False,True,False,True,False,8.517393171418904,Kolkata,Semi-Furnished,Bachelors/Family
2022-05-24,2,9000,700.0,1,True,False,0,2.0,False,True,False,False,False,True,False,True,False,9.105090961257085,Kolkata,Semi-Furnished,Bachelors/Family
2022-06-17,1,7000,240.0,1,False,True,0,4.0,True,False,False,False,False,True,False,False,False,8.853808274977197,Kolkata,Unfurnished,Bachelors
2022-05-19,2,18000,850.0,1,True,False,2,4.0,True,False,False,False,False,True,False,False,True,9.798182590890704,Kolkata,Semi-Furnished,Family
2022-05-26,1,9000,950.0,2,False,True,1,2.0,False,True,False,False,False,True,False,True,False,9.105090961257085,Kolkata,Unfurnished,Bachelors/Family
2022-06-11,1,5500,450.0,1,False,False,1,2.0,True,False,False,False,False,True,False,True,False,8.612685172875459,Kolkata,Furnished,Bachelors/Family
2022-06-08,2,7500,800.0,1,False,True,0,2.0,True,False,False,False,False,True,False,False,False,8.922791623969637,Kolkata,Unfurnished,Bachelors
2022-07-02,2,4000,600.0,1,False,True,1,2.0,True,False,False,False,False,True,False,True,False,8.294299608857235,Kolkata,Unfurnished,Bachelors/Family
2022-05-30,3,10500,800.0,2,False,True,2,2.0,True,False,False,False,False,True,False,False,False,9.259225769705994,Kolkata,Unfurnished,Bachelors
2022-07-03,3,15000,1100.0,2,False,True,0,2.0,True,False,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Unfurnished,Bachelors/Family
2022-06-16,2,15000,800.0,1,False,False,0,2.0,True,False,False,False,False,True,False,True,False,9.61587214452889,Kolkata,Furnished,Bachelors/Family
